Type,HierarchyPath,Level1_MainCategory,Level2_Category,Level3_SubCategory,PageTitle,ShortDescription,SimpleSummary,HeadingsList,WordCount
"Knowledge Article","Knowledge / Autoimmune Disease / Lupus / sle-1 / sle-1","Autoimmune Disease","Lupus","sle-1","Lupus: ANA, dsDNA, Organ Involvement & Flare Management","Evidence-based nutrition guidance for systemic lupus erythematosus, covering heart health, bone protection, and sodium management alongside rheumatology care.","🌿 What This Means For You: Evidence-based nutrition guidance for systemic lupus erythematosus, covering heart health, bone protection, and sodium management alongside rheumatology care.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Overview | Nutritional Considerations | Safety Note | Sources | Clinical Perspectives & Nutritional Integration for sle 1 | Metabolic Pathways and Micronutrient Synergies | Comprehensive Dietary and Lifestyle Interventions | Related Semantic Knowledge",687
"Knowledge Article","Knowledge / Autoimmune Disease / Lupus / sle-2 / sle-2","Autoimmune Disease","Lupus","sle-2","Lupus Treatment: Hydroxychloroquine, Belimumab & Pregnancy","Practical nutrition considerations for lupus patients on hydroxychloroquine, belimumab, or immunosuppressants, including pregnancy-specific guidance.","🌿 What This Means For You: Practical nutrition considerations for lupus patients on hydroxychloroquine, belimumab, or immunosuppressants, including pregnancy-specific guidance.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Overview | Nutritional Considerations | Safety Note | Sources | Clinical Perspectives & Nutritional Integration for sle 2 | Metabolic Pathways and Micronutrient Synergies | Comprehensive Dietary and Lifestyle Interventions | Related Semantic Knowledge",652
"Knowledge Article","Knowledge / Autoimmune Disease / Muscle Disorders / org-muscle-3 / org-muscle-3","Autoimmune Disease","Muscle Disorders","org-muscle-3","Muscle Disorders: Muscular Dystrophy, Myasthenia Gravis, Cramps, Rhabdomyolysis & Myopathies","A brief, real-condition overview of muscular dystrophy, myasthenia gravis, rhabdomyolysis, and related muscle disorders, and where nutrition fits, reviewed by Dr. Shilpa Thakur.","🌿 What This Means For You: A brief, real-condition overview of muscular dystrophy, myasthenia gravis, rhabdomyolysis, and related muscle disorders, and where nutrition fits, reviewed by Dr. Shilpa Thakur.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Overview | Nutritional Considerations | Safety & When to Seek Care | Sources | Clinical Perspectives & Nutritional Integration for org muscle 3 | Metabolic Pathways and Micronutrient Synergies | Comprehensive Dietary and Lifestyle Interventions | Related Semantic Knowledge",712
"Knowledge Article","Knowledge / Autoimmune Disease / Muscle Physiology / msk-func-1 / msk-func-1","Autoimmune Disease","Muscle Physiology","msk-func-1","Skeletal Muscle: Contraction, Fiber Types, Energy Systems & Neuromuscular Junction","A brief primer on muscle fiber types and the neuromuscular junction, with basic nutrition notes, reviewed by Dr. Shilpa Thakur.","🌿 What This Means For You: A brief primer on muscle fiber types and the neuromuscular junction, with basic nutrition notes, reviewed by Dr. Shilpa Thakur.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Overview | Nutritional Relevance | Safety Note | Sources | Clinical Perspectives & Nutritional Integration for msk func 1 | Metabolic Pathways and Micronutrient Synergies | Comprehensive Dietary and Lifestyle Interventions | Related Semantic Knowledge",569
"Knowledge Article","Knowledge / Autoimmune Disease / Muscle Physiology / org-muscle-1 / org-muscle-1","Autoimmune Disease","Muscle Physiology","org-muscle-1","Muscle: Types, Structure, Contraction Mechanism & Energy Systems","A brief primer on muscle types and energy systems, with the nutrition that supports them, reviewed by Dr. Shilpa Thakur.","🌿 What This Means For You: A brief primer on muscle types and energy systems, with the nutrition that supports them, reviewed by Dr. Shilpa Thakur.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Overview | Nutritional Relevance | Safety Note | Sources | Clinical Perspectives & Nutritional Integration for org muscle 1 | Metabolic Pathways and Micronutrient Synergies | Comprehensive Dietary and Lifestyle Interventions | Related Semantic Knowledge",582
"Knowledge Article","Knowledge / Autoimmune Disease / Muscle Physiology / org-muscle-2 / org-muscle-2","Autoimmune Disease","Muscle Physiology","org-muscle-2","Skeletal Muscle: Anatomy, Major Muscle Groups, Movement & Training Adaptations","A brief overview of major muscle groups and training adaptations, with supporting nutrition notes, reviewed by Dr. Shilpa Thakur.","🌿 What This Means For You: A brief overview of major muscle groups and training adaptations, with supporting nutrition notes, reviewed by Dr. Shilpa Thakur.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Overview | Nutritional Relevance | Safety Note | Sources | Clinical Perspectives & Nutritional Integration for org muscle 2 | Metabolic Pathways and Micronutrient Synergies | Comprehensive Dietary and Lifestyle Interventions | Related Semantic Knowledge",584
"Knowledge Article","Knowledge / Autoimmune Disease / Myositis / myo-1 / myo-1","Autoimmune Disease","Myositis","myo-1","Dermatomyositis, Polymyositis & Inclusion Body Myositis","How nutrition supports muscle strength, bone health, and swallowing safety in dermatomyositis, polymyositis, and inclusion body myositis, reviewed by Dr. Shilpa Thakur.","🌿 What This Means For You: How nutrition supports muscle strength, bone health, and swallowing safety in dermatomyositis, polymyositis, and inclusion body myositis, reviewed by Dr. Shilpa Thakur.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Overview | Nutritional Considerations | Safety & When to Seek Care | Sources | Clinical Perspectives & Nutritional Integration for myo 1 | Metabolic Pathways and Micronutrient Synergies | Comprehensive Dietary and Lifestyle Interventions | Related Semantic Knowledge",713
"Knowledge Article","Knowledge / Autoimmune Disease / Osteoarthritis / oa-1 / oa-1","Autoimmune Disease","Osteoarthritis","oa-1","Osteoarthritis: Knee, Hip, Hand & Non-Surgical Management","Weight management and anti-inflammatory nutrition strategies for knee, hip, and hand osteoarthritis, reviewed by Dr. Shilpa Thakur.","🌿 What This Means For You: Weight management and anti-inflammatory nutrition strategies for knee, hip, and hand osteoarthritis, reviewed by Dr. Shilpa Thakur.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Overview | Nutritional Considerations | Safety & When to Seek Care | Sources | Clinical Perspectives & Nutritional Integration for oa 1 | Metabolic Pathways and Micronutrient Synergies | Comprehensive Dietary and Lifestyle Interventions | Related Semantic Knowledge",708
"Knowledge Article","Knowledge / Autoimmune Disease / Osteoarthritis / oa-2 / oa-2","Autoimmune Disease","Osteoarthritis","oa-2","Joint Replacement Surgery: Total Knee, Total Hip & Revision","Joint replacement surgery is a surgical decision outside nutrition scope; this page covers the real peri-operative nutrition that supports healing, reviewed by Dr. Shilpa Thakur.","🌿 What This Means For You: Joint replacement surgery is a surgical decision outside nutrition scope; this page covers the real peri-operative nutrition that supports healing, reviewed by Dr. Shilpa Thakur.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Overview | Nutritional Considerations (Peri-Operative Support) | Safety & When to Seek Care | Sources | Clinical Perspectives & Nutritional Integration for oa 2 | Metabolic Pathways and Micronutrient Synergies | Comprehensive Dietary and Lifestyle Interventions | Related Semantic Knowledge",619
"Knowledge Article","Knowledge / Autoimmune Disease / Rheumatoid Arthritis / ra-1 / ra-1","Autoimmune Disease","Rheumatoid Arthritis","ra-1","Rheumatoid Arthritis: Synovitis, RF, Anti-CCP & DMARDs","How anti-inflammatory eating patterns, weight management, and bone-protective nutrients support rheumatoid arthritis care alongside DMARDs and rheumatology follow-up.","🌿 What This Means For You: How anti-inflammatory eating patterns, weight management, and bone-protective nutrients support rheumatoid arthritis care alongside DMARDs and rheumatology follow-up.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Overview | Nutritional Considerations | Safety Note | Sources",391
"Knowledge Article","Knowledge / Autoimmune Disease / Rheumatoid Arthritis / ra-2 / ra-2","Autoimmune Disease","Rheumatoid Arthritis","ra-2","RA Biologics: TNF Inhibitors, JAK Inhibitors & Biosimilars","Nutrition considerations for people on RA biologics and JAK inhibitors, including infection-risk food safety, weight management, and bone health.","🌿 What This Means For You: Nutrition considerations for people on RA biologics and JAK inhibitors, including infection-risk food safety, weight management, and bone health.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Overview | Nutritional Considerations | Safety Note | Sources | Clinical Perspectives & Nutritional Integration for ra 2 | Metabolic Pathways and Micronutrient Synergies | Comprehensive Dietary and Lifestyle Interventions | Related Semantic Knowledge",663
"Knowledge Article","Knowledge / Autoimmune Disease / Sjögren’s Syndrome / sjog-1 / sjog-1","Autoimmune Disease","Sjögren’s Syndrome","sjog-1","Sjögren’s Syndrome: Dry Eyes, Dry Mouth & Systemic Features","Nutrition and oral-care strategies for Sjögren's syndrome, addressing dry mouth, dental risk, and swallowing comfort alongside rheumatology care.","🌿 What This Means For You: Nutrition and oral-care strategies for Sjögren's syndrome, addressing dry mouth, dental risk, and swallowing comfort alongside rheumatology care.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Overview | Nutritional Considerations | Safety Note | Sources | Clinical Perspectives & Nutritional Integration for sjog 1 | Metabolic Pathways and Micronutrient Synergies | Comprehensive Dietary and Lifestyle Interventions | Related Semantic Knowledge",645
"Knowledge Article","Knowledge / Autoimmune Disease / Spondyloarthritis / spa-1 / spa-1","Autoimmune Disease","Spondyloarthritis","spa-1","Ankylosing Spondylitis, Psoriatic Arthritis & Axial Spondyloarthritis","Anti-inflammatory diet and bone-health nutrition strategies for ankylosing spondylitis, psoriatic arthritis, and axial spondyloarthritis, reviewed by Dr. Shilpa Thakur.","🌿 What This Means For You: Anti-inflammatory diet and bone-health nutrition strategies for ankylosing spondylitis, psoriatic arthritis, and axial spondyloarthritis, reviewed by Dr. Shilpa Thakur.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Overview | Nutritional Considerations | Safety & When to Seek Care | Sources | Clinical Perspectives & Nutritional Integration for spa 1 | Metabolic Pathways and Micronutrient Synergies | Comprehensive Dietary and Lifestyle Interventions | Related Semantic Knowledge",690
"Knowledge Article","Knowledge / Autoimmune Disease / Sports Injuries / sport-1 / sport-1","Autoimmune Disease","Sports Injuries","sport-1","ACL Tear, Meniscus Injury & Knee Ligament Reconstruction","ACL and meniscus injuries are orthopedic/sports-medicine topics outside nutrition scope; a brief overview and the real recovery nutrition that helps, reviewed by Dr. Shilpa Thakur.","🌿 What This Means For You: ACL and meniscus injuries are orthopedic/sports-medicine topics outside nutrition scope; a brief overview and the real recovery nutrition that helps, reviewed by Dr. Shilpa Thakur.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Overview | Nutritional Considerations (Recovery Support) | Safety & When to Seek Care | Sources | Clinical Perspectives & Nutritional Integration for sport 1 | Metabolic Pathways and Micronutrient Synergies | Comprehensive Dietary and Lifestyle Interventions | Related Semantic Knowledge",572
"Knowledge Article","Knowledge / Autoimmune Disease / Sports Injuries / sport-2 / sport-2","Autoimmune Disease","Sports Injuries","sport-2","Rotator Cuff Tear, Shoulder Dislocation & Impingement","Rotator cuff and shoulder injuries are orthopedic/sports-medicine topics outside nutrition scope; a brief overview and the real recovery nutrition that helps, reviewed by Dr. Shilpa Thakur.","🌿 What This Means For You: Rotator cuff and shoulder injuries are orthopedic/sports-medicine topics outside nutrition scope; a brief overview and the real recovery nutrition that helps, reviewed by Dr. Shilpa Thakur.
💡 Quick Takeaway: Supports natural metabolic clock & body wellness. Backed by evidence-graded swaps.","Overview | Nutritional Considerations (Recovery Support) | Safety & When to Seek Care | Sources | Clinical Perspectives & Nutritional Integration for sport 2 | Metabolic Pathways and Micronutrient Synergies | Comprehensive Dietary and Lifestyle Interventions | Related Semantic Knowledge",546
